Municipios;Sexo;Periodo;Total
18120 Lentegí;Mujeres;2015;163
18120 Lentegí;Mujeres;2014;167
18120 Lentegí;Mujeres;2013;163
18120 Lentegí;Mujeres;2012;158
18120 Lentegí;Mujeres;2011;156
18120 Lentegí;Mujeres;2010;164
18120 Lentegí;Mujeres;2009;163
18120 Lentegí;Mujeres;2008;158
18120 Lentegí;Mujeres;2007;161
18120 Lentegí;Mujeres;2006;164
18120 Lentegí;Mujeres;2005;164
18120 Lentegí;Mujeres;2004;165
18120 Lentegí;Mujeres;2003;169
18120 Lentegí;Mujeres;2002;171
18120 Lentegí;Mujeres;2001;179
18120 Lentegí;Mujeres;2000;181
18120 Lentegí;Mujeres;1999;182
18120 Lentegí;Mujeres;1998;187
18120 Lentegí;Mujeres;1997;""
18120 Lentegí;Mujeres;1996;190
18121 Lobras;Total;2022;135
18121 Lobras;Total;2021;130
18121 Lobras;Total;2020;133
18121 Lobras;Total;2019;145
18121 Lobras;Total;2018;148
18121 Lobras;Total;2017;148
18121 Lobras;Total;2016;159
18121 Lobras;Total;2015;166
18121 Lobras;Total;2014;165
18121 Lobras;Total;2013;163
18121 Lobras;Total;2012;159
18121 Lobras;Total;2011;160
18121 Lobras;Total;2010;146
18121 Lobras;Total;2009;131
18121 Lobras;Total;2008;125
18121 Lobras;Total;2007;128
18121 Lobras;Total;2006;121
18121 Lobras;Total;2005;126
18121 Lobras;Total;2004;132
18121 Lobras;Total;2003;140
18121 Lobras;Total;2002;148
18121 Lobras;Total;2001;165
18121 Lobras;Total;2000;173
18121 Lobras;Total;1999;176
18121 Lobras;Total;1998;181
18121 Lobras;Total;1997;""
18121 Lobras;Total;1996;190
18121 Lobras;Hombres;2022;68
18121 Lobras;Hombres;2021;67
18121 Lobras;Hombres;2020;65
18121 Lobras;Hombres;2019;75
18121 Lobras;Hombres;2018;78
18121 Lobras;Hombres;2017;79
18121 Lobras;Hombres;2016;83
18121 Lobras;Hombres;2015;84
18121 Lobras;Hombres;2014;84
18121 Lobras;Hombres;2013;83
18121 Lobras;Hombres;2012;82
18121 Lobras;Hombres;2011;81
18121 Lobras;Hombres;2010;75
18121 Lobras;Hombres;2009;67
18121 Lobras;Hombres;2008;62
18121 Lobras;Hombres;2007;65
18121 Lobras;Hombres;2006;60
18121 Lobras;Hombres;2005;62
18121 Lobras;Hombres;2004;65
18121 Lobras;Hombres;2003;68
18121 Lobras;Hombres;2002;70
18121 Lobras;Hombres;2001;80
18121 Lobras;Hombres;2000;85
18121 Lobras;Hombres;1999;86
18121 Lobras;Hombres;1998;88
18121 Lobras;Hombres;1997;""
18121 Lobras;Hombres;1996;92
18121 Lobras;Mujeres;2022;67
18121 Lobras;Mujeres;2021;63
18121 Lobras;Mujeres;2020;68
18121 Lobras;Mujeres;2019;70
18121 Lobras;Mujeres;2018;70
18121 Lobras;Mujeres;2017;69
18121 Lobras;Mujeres;2016;76
18121 Lobras;Mujeres;2015;82
18121 Lobras;Mujeres;2014;81
18121 Lobras;Mujeres;2013;80
18121 Lobras;Mujeres;2012;77
18121 Lobras;Mujeres;2011;79
18121 Lobras;Mujeres;2010;71
18121 Lobras;Mujeres;2009;64
18121 Lobras;Mujeres;2008;63
18121 Lobras;Mujeres;2007;63
18121 Lobras;Mujeres;2006;61
18121 Lobras;Mujeres;2005;64
18121 Lobras;Mujeres;2004;67
18121 Lobras;Mujeres;2003;72
18121 Lobras;Mujeres;2002;78
18121 Lobras;Mujeres;2001;85
18121 Lobras;Mujeres;2000;88
18121 Lobras;Mujeres;1999;90
18121 Lobras;Mujeres;1998;93
18121 Lobras;Mujeres;1997;""
18121 Lobras;Mujeres;1996;98
18122 Loja;Total;2022;20.555
18122 Loja;Total;2021;20.465
18122 Loja;Total;2020;20.419
18122 Loja;Total;2019;20.342
18122 Loja;Total;2018;20.371
18122 Loja;Total;2017;20.469
18122 Loja;Total;2016;20.641
18122 Loja;Total;2015;20.893
18122 Loja;Total;2014;21.136
18122 Loja;Total;2013;21.135
18122 Loja;Total;2012;21.496
18122 Loja;Total;2011;21.618
18122 Loja;Total;2010;21.688
18122 Loja;Total;2009;21.574
18122 Loja;Total;2008;21.570
18122 Loja;Total;2007;21.341
18122 Loja;Total;2006;21.196
18122 Loja;Total;2005;20.888
18122 Loja;Total;2004;20.707
18122 Loja;Total;2003;20.576
18122 Loja;Total;2002;20.329
18122 Loja;Total;2001;19.990
18122 Loja;Total;2000;19.701
18122 Loja;Total;1999;20.143
18122 Loja;Total;1998;20.143
18122 Loja;Total;1997;""
18122 Loja;Total;1996;20.032
18122 Loja;Hombres;2022;10.273
18122 Loja;Hombres;2021;10.224
18122 Loja;Hombres;2020;10.176
18122 Loja;Hombres;2019;10.117
18122 Loja;Hombres;2018;10.143
18122 Loja;Hombres;2017;10.205
18122 Loja;Hombres;2016;10.308
18122 Loja;Hombres;2015;10.475
18122 Loja;Hombres;2014;10.634
18122 Loja;Hombres;2013;10.640
18122 Loja;Hombres;2012;10.816
18122 Loja;Hombres;2011;10.845
18122 Loja;Hombres;2010;10.888
18122 Loja;Hombres;2009;10.825
18122 Loja;Hombres;2008;10.803
18122 Loja;Hombres;2007;10.657
18122 Loja;Hombres;2006;10.580
18122 Loja;Hombres;2005;10.404
18122 Loja;Hombres;2004;10.315
18122 Loja;Hombres;2003;10.249
18122 Loja;Hombres;2002;10.095
18122 Loja;Hombres;2001;9.925
18122 Loja;Hombres;2000;9.777
18122 Loja;Hombres;1999;9.969
18122 Loja;Hombres;1998;9.969
18122 Loja;Hombres;1997;""
18122 Loja;Hombres;1996;9.911
18122 Loja;Mujeres;2022;10.282
18122 Loja;Mujeres;2021;10.241
18122 Loja;Mujeres;2020;10.243
18122 Loja;Mujeres;2019;10.225
18122 Loja;Mujeres;2018;10.228
18122 Loja;Mujeres;2017;10.264
18122 Loja;Mujeres;2016;10.333
18122 Loja;Mujeres;2015;10.418
18122 Loja;Mujeres;2014;10.502
18122 Loja;Mujeres;2013;10.495
18122 Loja;Mujeres;2012;10.680
18122 Loja;Mujeres;2011;10.773
18122 Loja;Mujeres;2010;10.800
18122 Loja;Mujeres;2009;10.749
18122 Loja;Mujeres;2008;10.767
18122 Loja;Mujeres;2007;10.684
18122 Loja;Mujeres;2006;10.616
18122 Loja;Mujeres;2005;10.484
18122 Loja;Mujeres;2004;10.392
18122 Loja;Mujeres;2003;10.327
18122 Loja;Mujeres;2002;10.234
18122 Loja;Mujeres;2001;10.065
18122 Loja;Mujeres;2000;9.924
18122 Loja;Mujeres;1999;10.174
18122 Loja;Mujeres;1998;10.174
18122 Loja;Mujeres;1997;""
18122 Loja;Mujeres;1996;10.121
18123 Lugros;Total;2022;304
18123 Lugros;Total;2021;311
18123 Lugros;Total;2020;310
18123 Lugros;Total;2019;323
18123 Lugros;Total;2018;332
18123 Lugros;Total;2017;334
18123 Lugros;Total;2016;327
18123 Lugros;Total;2015;320
18123 Lugros;Total;2014;328
18123 Lugros;Total;2013;333
18123 Lugros;Total;2012;340
18123 Lugros;Total;2011;342
18123 Lugros;Total;2010;350
18123 Lugros;Total;2009;367
18123 Lugros;Total;2008;368
18123 Lugros;Total;2007;361
18123 Lugros;Total;2006;367
18123 Lugros;Total;2005;361
18123 Lugros;Total;2004;370
18123 Lugros;Total;2003;374
18123 Lugros;Total;2002;377
18123 Lugros;Total;2001;401
18123 Lugros;Total;2000;406
18123 Lugros;Total;1999;397
18123 Lugros;Total;1998;412
18123 Lugros;Total;1997;""
18123 Lugros;Total;1996;426
18123 Lugros;Hombres;2022;158
18123 Lugros;Hombres;2021;163
18123 Lugros;Hombres;2020;162
18123 Lugros;Hombres;2019;171
18123 Lugros;Hombres;2018;177
18123 Lugros;Hombres;2017;180
18123 Lugros;Hombres;2016;178
18123 Lugros;Hombres;2015;176
18123 Lugros;Hombres;2014;180
18123 Lugros;Hombres;2013;182
18123 Lugros;Hombres;2012;187
18123 Lugros;Hombres;2011;185
18123 Lugros;Hombres;2010;189
18123 Lugros;Hombres;2009;194
18123 Lugros;Hombres;2008;194
18123 Lugros;Hombres;2007;184
18123 Lugros;Hombres;2006;182
18123 Lugros;Hombres;2005;181
18123 Lugros;Hombres;2004;190
18123 Lugros;Hombres;2003;188
18123 Lugros;Hombres;2002;190
18123 Lugros;Hombres;2001;201
18123 Lugros;Hombres;2000;201
18123 Lugros;Hombres;1999;201
18123 Lugros;Hombres;1998;209
18123 Lugros;Hombres;1997;""
18123 Lugros;Hombres;1996;223
18123 Lugros;Mujeres;2022;146
18123 Lugros;Mujeres;2021;148
18123 Lugros;Mujeres;2020;148
18123 Lugros;Mujeres;2019;152
18123 Lugros;Mujeres;2018;155
18123 Lugros;Mujeres;2017;154
18123 Lugros;Mujeres;2016;149
18123 Lugros;Mujeres;2015;144
18123 Lugros;Mujeres;2014;148
18123 Lugros;Mujeres;2013;151
18123 Lugros;Mujeres;2012;153
18123 Lugros;Mujeres;2011;157
18123 Lugros;Mujeres;2010;161
18123 Lugros;Mujeres;2009;173
18123 Lugros;Mujeres;2008;174
18123 Lugros;Mujeres;2007;177
18123 Lugros;Mujeres;2006;185
18123 Lugros;Mujeres;2005;180
18123 Lugros;Mujeres;2004;180
18123 Lugros;Mujeres;2003;186
18123 Lugros;Mujeres;2002;187
18123 Lugros;Mujeres;2001;200
18123 Lugros;Mujeres;2000;205
18123 Lugros;Mujeres;1999;196
18123 Lugros;Mujeres;1998;203
18123 Lugros;Mujeres;1997;""
18123 Lugros;Mujeres;1996;203
18124 Lújar;Total;2022;483
18124 Lújar;Total;2021;476
18124 Lújar;Total;2020;483
18124 Lújar;Total;2019;488
18124 Lújar;Total;2018;462
18124 Lújar;Total;2017;454
18124 Lújar;Total;2016;487
18124 Lújar;Total;2015;517
18124 Lújar;Total;2014;504
18124 Lújar;Total;2013;524
18124 Lújar;Total;2012;519
18124 Lújar;Total;2011;453
18124 Lújar;Total;2010;462
18124 Lújar;Total;2009;468
18124 Lújar;Total;2008;495
18124 Lújar;Total;2007;497
18124 Lújar;Total;2006;491
18124 Lújar;Total;2005;505
18124 Lújar;Total;2004;506
18124 Lújar;Total;2003;514
18124 Lújar;Total;2002;528
18124 Lújar;Total;2001;523
18124 Lújar;Total;2000;535
18124 Lújar;Total;1999;562
18124 Lújar;Total;1998;562
18124 Lújar;Total;1997;""
18124 Lújar;Total;1996;572
18124 Lújar;Hombres;2022;260
18124 Lújar;Hombres;2021;256
18124 Lújar;Hombres;2020;258
18124 Lújar;Hombres;2019;263
18124 Lújar;Hombres;2018;252
18124 Lújar;Hombres;2017;244
18124 Lújar;Hombres;2016;264
18124 Lújar;Hombres;2015;274
18124 Lújar;Hombres;2014;265
18124 Lújar;Hombres;2013;278
18124 Lújar;Hombres;2012;273
18124 Lújar;Hombres;2011;241
18124 Lújar;Hombres;2010;243
18124 Lújar;Hombres;2009;252
18124 Lújar;Hombres;2008;266
18124 Lújar;Hombres;2007;265
18124 Lújar;Hombres;2006;261
18124 Lújar;Hombres;2005;270
18124 Lújar;Hombres;2004;275
18124 Lújar;Hombres;2003;278
18124 Lújar;Hombres;2002;282
18124 Lújar;Hombres;2001;280
18124 Lújar;Hombres;2000;284
18124 Lújar;Hombres;1999;298
18124 Lújar;Hombres;1998;298
18124 Lújar;Hombres;1997;""
18124 Lújar;Hombres;1996;308
18124 Lújar;Mujeres;2022;223
18124 Lújar;Mujeres;2021;220
18124 Lújar;Mujeres;2020;225
18124 Lújar;Mujeres;2019;225
18124 Lújar;Mujeres;2018;210
18124 Lújar;Mujeres;2017;210
18124 Lújar;Mujeres;2016;223
18124 Lújar;Mujeres;2015;243
18124 Lújar;Mujeres;2014;239
18124 Lújar;Mujeres;2013;246
18124 Lújar;Mujeres;2012;246
18124 Lújar;Mujeres;2011;212
18124 Lújar;Mujeres;2010;219
18124 Lújar;Mujeres;2009;216
18124 Lújar;Mujeres;2008;229
18124 Lújar;Mujeres;2007;232
18124 Lújar;Mujeres;2006;230
18124 Lújar;Mujeres;2005;235
18124 Lújar;Mujeres;2004;231
18124 Lújar;Mujeres;2003;236
18124 Lújar;Mujeres;2002;246
18124 Lújar;Mujeres;2001;243
18124 Lújar;Mujeres;2000;251
18124 Lújar;Mujeres;1999;264
18124 Lújar;Mujeres;1998;264
18124 Lújar;Mujeres;1997;""
18124 Lújar;Mujeres;1996;264
18126 Malahá, La;Total;2022;1.810
18126 Malahá, La;Total;2021;1.788
18126 Malahá, La;Total;2020;1.784
18126 Malahá, La;Total;2019;1.781
18126 Malahá, La;Total;2018;1.827
18126 Malahá, La;Total;2017;1.856
18126 Malahá, La;Total;2016;1.821
18126 Malahá, La;Total;2015;1.834
18126 Malahá, La;Total;2014;1.853
18126 Malahá, La;Total;2013;1.858
18126 Malahá, La;Total;2012;1.837
18126 Malahá, La;Total;2011;1.828
18126 Malahá, La;Total;2010;1.840
18126 Malahá, La;Total;2009;1.812
18126 Malahá, La;Total;2008;1.764
18126 Malahá, La;Total;2007;1.709
18126 Malahá, La;Total;2006;1.703
18126 Malahá, La;Total;2005;1.679
18126 Malahá, La;Total;2004;1.656
18126 Malahá, La;Total;2003;1.597
18126 Malahá, La;Total;2002;1.625
18126 Malahá, La;Total;2001;1.661
18126 Malahá, La;Total;2000;1.658
18126 Malahá, La;Total;1999;1.587
18126 Malahá, La;Total;1998;1.576
18126 Malahá, La;Total;1997;""
18126 Malahá, La;Total;1996;1.702
18126 Malahá, La;Hombres;2022;906
18126 Malahá, La;Hombres;2021;899
18126 Malahá, La;Hombres;2020;899
18126 Malahá, La;Hombres;2019;897
18126 Malahá, La;Hombres;2018;915
18126 Malahá, La;Hombres;2017;927
18126 Malahá, La;Hombres;2016;907
18126 Malahá, La;Hombres;2015;918
18126 Malahá, La;Hombres;2014;937
18126 Malahá, La;Hombres;2013;950
18126 Malahá, La;Hombres;2012;955
18126 Malahá, La;Hombres;2011;943
18126 Malahá, La;Hombres;2010;951
18126 Malahá, La;Hombres;2009;934
18126 Malahá, La;Hombres;2008;919
18126 Malahá, La;Hombres;2007;880
18126 Malahá, La;Hombres;2006;876
18126 Malahá, La;Hombres;2005;863
18126 Malahá, La;Hombres;2004;855
18126 Malahá, La;Hombres;2003;814
18126 Malahá, La;Hombres;2002;832
18126 Malahá, La;Hombres;2001;843
18126 Malahá, La;Hombres;2000;836
18126 Malahá, La;Hombres;1999;802
18126 Malahá, La;Hombres;1998;797
18126 Malahá, La;Hombres;1997;""
18126 Malahá, La;Hombres;1996;856
18126 Malahá, La;Mujeres;2022;904
18126 Malahá, La;Mujeres;2021;889
18126 Malahá, La;Mujeres;2020;885
18126 Malahá, La;Mujeres;2019;884
18126 Malahá, La;Mujeres;2018;912
18126 Malahá, La;Mujeres;2017;929
18126 Malahá, La;Mujeres;2016;914
18126 Malahá, La;Mujeres;2015;916
18126 Malahá, La;Mujeres;2014;916
18126 Malahá, La;Mujeres;2013;908
18126 Malahá, La;Mujeres;2012;882
18126 Malahá, La;Mujeres;2011;885
18126 Malahá, La;Mujeres;2010;889
18126 Malahá, La;Mujeres;2009;878
18126 Malahá, La;Mujeres;2008;845
18126 Malahá, La;Mujeres;2007;829
18126 Malahá, La;Mujeres;2006;827
18126 Malahá, La;Mujeres;2005;816
18126 Malahá, La;Mujeres;2004;801
18126 Malahá, La;Mujeres;2003;783
18126 Malahá, La;Mujeres;2002;793
18126 Malahá, La;Mujeres;2001;818
18126 Malahá, La;Mujeres;2000;822
18126 Malahá, La;Mujeres;1999;785
18126 Malahá, La;Mujeres;1998;779
18126 Malahá, La;Mujeres;1997;""
18126 Malahá, La;Mujeres;1996;846
18127 Maracena;Total;2022;22.293
18127 Maracena;Total;2021;22.358
18127 Maracena;Total;2020;22.306
18127 Maracena;Total;2019;22.116
18127 Maracena;Total;2018;22.047
18127 Maracena;Total;2017;22.071
18127 Maracena;Total;2016;22.059
18127 Maracena;Total;2015;21.816
18127 Maracena;Total;2014;21.633
18127 Maracena;Total;2013;21.594
18127 Maracena;Total;2012;21.514
18127 Maracena;Total;2011;21.264
18127 Maracena;Total;2010;21.097
18127 Maracena;Total;2009;20.815
18127 Maracena;Total;2008;20.297
18127 Maracena;Total;2007;19.659
18127 Maracena;Total;2006;19.388
18127 Maracena;Total;2005;18.819
18127 Maracena;Total;2004;17.232
18127 Maracena;Total;2003;16.587
18127 Maracena;Total;2002;15.824
18127 Maracena;Total;2001;15.189
18127 Maracena;Total;2000;14.651
18127 Maracena;Total;1999;14.331
18127 Maracena;Total;1998;14.331
18127 Maracena;Total;1997;""
18127 Maracena;Total;1996;14.095
18127 Maracena;Hombres;2022;10.889
18127 Maracena;Hombres;2021;10.928
18127 Maracena;Hombres;2020;10.917
18127 Maracena;Hombres;2019;10.858
18127 Maracena;Hombres;2018;10.849
18127 Maracena;Hombres;2017;10.888
18127 Maracena;Hombres;2016;10.877
18127 Maracena;Hombres;2015;10.743
18127 Maracena;Hombres;2014;10.683
18127 Maracena;Hombres;2013;10.697
18127 Maracena;Hombres;2012;10.635
18127 Maracena;Hombres;2011;10.531
18127 Maracena;Hombres;2010;10.432
18127 Maracena;Hombres;2009;10.323
18127 Maracena;Hombres;2008;10.069
18127 Maracena;Hombres;2007;9.771
18127 Maracena;Hombres;2006;9.639
18127 Maracena;Hombres;2005;9.372
18127 Maracena;Hombres;2004;8.580
18127 Maracena;Hombres;2003;8.265
18127 Maracena;Hombres;2002;7.877
18127 Maracena;Hombres;2001;7.538
18127 Maracena;Hombres;2000;7.275
18127 Maracena;Hombres;1999;7.139
18127 Maracena;Hombres;1998;7.139
18127 Maracena;Hombres;1997;""
18127 Maracena;Hombres;1996;7.011
18127 Maracena;Mujeres;2022;11.404
18127 Maracena;Mujeres;2021;11.430
18127 Maracena;Mujeres;2020;11.389
18127 Maracena;Mujeres;2019;11.258
18127 Maracena;Mujeres;2018;11.198
18127 Maracena;Mujeres;2017;11.183
18127 Maracena;Mujeres;2016;11.182
18127 Maracena;Mujeres;2015;11.073
18127 Maracena;Mujeres;2014;10.950
18127 Maracena;Mujeres;2013;10.897
18127 Maracena;Mujeres;2012;10.879
18127 Maracena;Mujeres;2011;10.733
18127 Maracena;Mujeres;2010;10.665
18127 Maracena;Mujeres;2009;10.492
18127 Maracena;Mujeres;2008;10.228
18127 Maracena;Mujeres;2007;9.888
18127 Maracena;Mujeres;2006;9.749
18127 Maracena;Mujeres;2005;9.447
18127 Maracena;Mujeres;2004;8.652
18127 Maracena;Mujeres;2003;8.322
18127 Maracena;Mujeres;2002;7.947
18127 Maracena;Mujeres;2001;7.651
18127 Maracena;Mujeres;2000;7.376
18127 Maracena;Mujeres;1999;7.192
18127 Maracena;Mujeres;1998;7.192
18127 Maracena;Mujeres;1997;""
18127 Maracena;Mujeres;1996;7.084
18128 Marchal;Total;2022;414
18128 Marchal;Total;2021;414
18128 Marchal;Total;2020;414
18128 Marchal;Total;2019;417
18128 Marchal;Total;2018;409
18128 Marchal;Total;2017;417
18128 Marchal;Total;2016;424
18128 Marchal;Total;2015;427
18128 Marchal;Total;2014;428
18128 Marchal;Total;2013;427
18128 Marchal;Total;2012;446
18128 Marchal;Total;2011;418
18128 Marchal;Total;2010;373
18128 Marchal;Total;2009;402
18128 Marchal;Total;2008;413
18128 Marchal;Total;2007;388
18128 Marchal;Total;2006;403
18128 Marchal;Total;2005;404
18128 Marchal;Total;2004;384
18128 Marchal;Total;2003;390
18128 Marchal;Total;2002;371
18128 Marchal;Total;2001;392
18128 Marchal;Total;2000;405
18128 Marchal;Total;1999;422
18128 Marchal;Total;1998;439
18128 Marchal;Total;1997;""
18128 Marchal;Total;1996;452
18128 Marchal;Hombres;2022;199
18128 Marchal;Hombres;2021;202
18128 Marchal;Hombres;2020;197
18128 Marchal;Hombres;2019;196
18128 Marchal;Hombres;2018;193
18128 Marchal;Hombres;2017;199
18128 Marchal;Hombres;2016;200
18128 Marchal;Hombres;2015;198
18128 Marchal;Hombres;2014;194
18128 Marchal;Hombres;2013;193
18128 Marchal;Hombres;2012;205
18128 Marchal;Hombres;2011;193
18128 Marchal;Hombres;2010;170
18128 Marchal;Hombres;2009;184
18128 Marchal;Hombres;2008;190
18128 Marchal;Hombres;2007;171
18128 Marchal;Hombres;2006;181
18128 Marchal;Hombres;2005;187
18128 Marchal;Hombres;2004;181
18128 Marchal;Hombres;2003;182
18128 Marchal;Hombres;2002;177
18128 Marchal;Hombres;2001;186
18128 Marchal;Hombres;2000;190
18128 Marchal;Hombres;1999;198
18128 Marchal;Hombres;1998;209
18128 Marchal;Hombres;1997;""
18128 Marchal;Hombres;1996;214
18128 Marchal;Mujeres;2022;215
18128 Marchal;Mujeres;2021;212
18128 Marchal;Mujeres;2020;217
18128 Marchal;Mujeres;2019;221
18128 Marchal;Mujeres;2018;216
18128 Marchal;Mujeres;2017;218
18128 Marchal;Mujeres;2016;224
18128 Marchal;Mujeres;2015;229
18128 Marchal;Mujeres;2014;234
18128 Marchal;Mujeres;2013;234
18128 Marchal;Mujeres;2012;241
18128 Marchal;Mujeres;2011;225
18128 Marchal;Mujeres;2010;203
18128 Marchal;Mujeres;2009;218
18128 Marchal;Mujeres;2008;223
18128 Marchal;Mujeres;2007;217
18128 Marchal;Mujeres;2006;222
18128 Marchal;Mujeres;2005;217
18128 Marchal;Mujeres;2004;203
18128 Marchal;Mujeres;2003;208
18128 Marchal;Mujeres;2002;194
18128 Marchal;Mujeres;2001;206
18128 Marchal;Mujeres;2000;215
18128 Marchal;Mujeres;1999;224
18128 Marchal;Mujeres;1998;230
18128 Marchal;Mujeres;1997;""
18128 Marchal;Mujeres;1996;238
18132 Moclín;Total;2022;3.607
18132 Moclín;Total;2021;3.613
18132 Moclín;Total;2020;3.622
18132 Moclín;Total;2019;3.651
18132 Moclín;Total;2018;3.723
18132 Moclín;Total;2017;3.820
18132 Moclín;Total;2016;3.884
18132 Moclín;Total;2015;3.976
18132 Moclín;Total;2014;4.059
18132 Moclín;Total;2013;4.136
18132 Moclín;Total;2012;4.204
18132 Moclín;Total;2011;4.213
18132 Moclín;Total;2010;4.237
18132 Moclín;Total;2009;4.268
18132 Moclín;Total;2008;4.319
18132 Moclín;Total;2007;4.091
18132 Moclín;Total;2006;4.146
18132 Moclín;Total;2005;4.220
18132 Moclín;Total;2004;4.243
18132 Moclín;Total;2003;4.310
18132 Moclín;Total;2002;4.382
18132 Moclín;Total;2001;4.404
18132 Moclín;Total;2000;4.436
18132 Moclín;Total;1999;4.544
18132 Moclín;Total;1998;4.618
18132 Moclín;Total;1997;""
18132 Moclín;Total;1996;4.742
18132 Moclín;Hombres;2022;1.790
18132 Moclín;Hombres;2021;1.791
18132 Moclín;Hombres;2020;1.794
18132 Moclín;Hombres;2019;1.821
18132 Moclín;Hombres;2018;1.857
18132 Moclín;Hombres;2017;1.908
18132 Moclín;Hombres;2016;1.930
18132 Moclín;Hombres;2015;1.971
18132 Moclín;Hombres;2014;2.008
18132 Moclín;Hombres;2013;2.054
18132 Moclín;Hombres;2012;2.096
18132 Moclín;Hombres;2011;2.112
18132 Moclín;Hombres;2010;2.109
18132 Moclín;Hombres;2009;2.122
18132 Moclín;Hombres;2008;2.164
18132 Moclín;Hombres;2007;2.042
18132 Moclín;Hombres;2006;2.064
18132 Moclín;Hombres;2005;2.114
18132 Moclín;Hombres;2004;2.129
18132 Moclín;Hombres;2003;2.158
18132 Moclín;Hombres;2002;2.185
18132 Moclín;Hombres;2001;2.181
18132 Moclín;Hombres;2000;2.178
18132 Moclín;Hombres;1999;2.235
18132 Moclín;Hombres;1998;2.283
18132 Moclín;Hombres;1997;""
18132 Moclín;Hombres;1996;2.354
18132 Moclín;Mujeres;2022;1.817
18132 Moclín;Mujeres;2021;1.822
18132 Moclín;Mujeres;2020;1.828
18132 Moclín;Mujeres;2019;1.830
18132 Moclín;Mujeres;2018;1.866
18132 Moclín;Mujeres;2017;1.912
18132 Moclín;Mujeres;2016;1.954
18132 Moclín;Mujeres;2015;2.005
18132 Moclín;Mujeres;2014;2.051
18132 Moclín;Mujeres;2013;2.082
18132 Moclín;Mujeres;2012;2.108
18132 Moclín;Mujeres;2011;2.101
18132 Moclín;Mujeres;2010;2.128
18132 Moclín;Mujeres;2009;2.146
18132 Moclín;Mujeres;2008;2.155
18132 Moclín;Mujeres;2007;2.049
18132 Moclín;Mujeres;2006;2.082
18132 Moclín;Mujeres;2005;2.106
18132 Moclín;Mujeres;2004;2.114
