Municipios;Sexo;Periodo;Total
18107 Jayena;Mujeres;2001;648
18107 Jayena;Mujeres;2000;666
18107 Jayena;Mujeres;1999;666
18107 Jayena;Mujeres;1998;688
18107 Jayena;Mujeres;1997;""
18107 Jayena;Mujeres;1996;725
18108 Jérez del Marquesado;Total;2022;956
18108 Jérez del Marquesado;Total;2021;954
18108 Jérez del Marquesado;Total;2020;955
18108 Jérez del Marquesado;Total;2019;968
18108 Jérez del Marquesado;Total;2018;977
18108 Jérez del Marquesado;Total;2017;1.002
18108 Jérez del Marquesado;Total;2016;1.009
18108 Jérez del Marquesado;Total;2015;1.021
18108 Jérez del Marquesado;Total;2014;1.027
18108 Jérez del Marquesado;Total;2013;1.038
18108 Jérez del Marquesado;Total;2012;1.061
18108 Jérez del Marquesado;Total;2011;1.079
18108 Jérez del Marquesado;Total;2010;1.083
18108 Jérez del Marquesado;Total;2009;1.109
18108 Jérez del Marquesado;Total;2008;1.090
18108 Jérez del Marquesado;Total;2007;1.107
18108 Jérez del Marquesado;Total;2006;1.091
18108 Jérez del Marquesado;Total;2005;1.092
18108 Jérez del Marquesado;Total;2004;1.068
18108 Jérez del Marquesado;Total;2003;1.066
18108 Jérez del Marquesado;Total;2002;1.090
18108 Jérez del Marquesado;Total;2001;1.084
18108 Jérez del Marquesado;Total;2000;1.106
18108 Jérez del Marquesado;Total;1999;1.163
18108 Jérez del Marquesado;Total;1998;1.174
18108 Jérez del Marquesado;Total;1997;""
18108 Jérez del Marquesado;Total;1996;1.214
18108 Jérez del Marquesado;Hombres;2022;483
18108 Jérez del Marquesado;Hombres;2021;491
18108 Jérez del Marquesado;Hombres;2020;491
18108 Jérez del Marquesado;Hombres;2019;499
18108 Jérez del Marquesado;Hombres;2018;511
18108 Jérez del Marquesado;Hombres;2017;528
18108 Jérez del Marquesado;Hombres;2016;530
18108 Jérez del Marquesado;Hombres;2015;525
18108 Jérez del Marquesado;Hombres;2014;530
18108 Jérez del Marquesado;Hombres;2013;529
18108 Jérez del Marquesado;Hombres;2012;544
18108 Jérez del Marquesado;Hombres;2011;551
18108 Jérez del Marquesado;Hombres;2010;552
18108 Jérez del Marquesado;Hombres;2009;562
18108 Jérez del Marquesado;Hombres;2008;554
18108 Jérez del Marquesado;Hombres;2007;560
18108 Jérez del Marquesado;Hombres;2006;553
18108 Jérez del Marquesado;Hombres;2005;553
18108 Jérez del Marquesado;Hombres;2004;542
18108 Jérez del Marquesado;Hombres;2003;535
18108 Jérez del Marquesado;Hombres;2002;547
18108 Jérez del Marquesado;Hombres;2001;537
18108 Jérez del Marquesado;Hombres;2000;551
18108 Jérez del Marquesado;Hombres;1999;584
18108 Jérez del Marquesado;Hombres;1998;590
18108 Jérez del Marquesado;Hombres;1997;""
18108 Jérez del Marquesado;Hombres;1996;613
18108 Jérez del Marquesado;Mujeres;2022;473
18108 Jérez del Marquesado;Mujeres;2021;463
18108 Jérez del Marquesado;Mujeres;2020;464
18108 Jérez del Marquesado;Mujeres;2019;469
18108 Jérez del Marquesado;Mujeres;2018;466
18108 Jérez del Marquesado;Mujeres;2017;474
18108 Jérez del Marquesado;Mujeres;2016;479
18108 Jérez del Marquesado;Mujeres;2015;496
18108 Jérez del Marquesado;Mujeres;2014;497
18108 Jérez del Marquesado;Mujeres;2013;509
18108 Jérez del Marquesado;Mujeres;2012;517
18108 Jérez del Marquesado;Mujeres;2011;528
18108 Jérez del Marquesado;Mujeres;2010;531
18108 Jérez del Marquesado;Mujeres;2009;547
18108 Jérez del Marquesado;Mujeres;2008;536
18108 Jérez del Marquesado;Mujeres;2007;547
18108 Jérez del Marquesado;Mujeres;2006;538
18108 Jérez del Marquesado;Mujeres;2005;539
18108 Jérez del Marquesado;Mujeres;2004;526
18108 Jérez del Marquesado;Mujeres;2003;531
18108 Jérez del Marquesado;Mujeres;2002;543
18108 Jérez del Marquesado;Mujeres;2001;547
18108 Jérez del Marquesado;Mujeres;2000;555
18108 Jérez del Marquesado;Mujeres;1999;579
18108 Jérez del Marquesado;Mujeres;1998;584
18108 Jérez del Marquesado;Mujeres;1997;""
18108 Jérez del Marquesado;Mujeres;1996;601
18109 Jete;Total;2022;1.008
18109 Jete;Total;2021;985
18109 Jete;Total;2020;927
18109 Jete;Total;2019;919
18109 Jete;Total;2018;909
18109 Jete;Total;2017;890
18109 Jete;Total;2016;904
18109 Jete;Total;2015;908
18109 Jete;Total;2014;929
18109 Jete;Total;2013;923
18109 Jete;Total;2012;909
18109 Jete;Total;2011;888
18109 Jete;Total;2010;890
18109 Jete;Total;2009;892
18109 Jete;Total;2008;891
18109 Jete;Total;2007;870
18109 Jete;Total;2006;820
18109 Jete;Total;2005;800
18109 Jete;Total;2004;768
18109 Jete;Total;2003;758
18109 Jete;Total;2002;754
18109 Jete;Total;2001;749
18109 Jete;Total;2000;765
18109 Jete;Total;1999;756
18109 Jete;Total;1998;752
18109 Jete;Total;1997;""
18109 Jete;Total;1996;754
18109 Jete;Hombres;2022;533
18109 Jete;Hombres;2021;518
18109 Jete;Hombres;2020;494
18109 Jete;Hombres;2019;492
18109 Jete;Hombres;2018;478
18109 Jete;Hombres;2017;463
18109 Jete;Hombres;2016;463
18109 Jete;Hombres;2015;466
18109 Jete;Hombres;2014;478
18109 Jete;Hombres;2013;481
18109 Jete;Hombres;2012;490
18109 Jete;Hombres;2011;480
18109 Jete;Hombres;2010;477
18109 Jete;Hombres;2009;478
18109 Jete;Hombres;2008;492
18109 Jete;Hombres;2007;462
18109 Jete;Hombres;2006;438
18109 Jete;Hombres;2005;409
18109 Jete;Hombres;2004;378
18109 Jete;Hombres;2003;368
18109 Jete;Hombres;2002;359
18109 Jete;Hombres;2001;355
18109 Jete;Hombres;2000;361
18109 Jete;Hombres;1999;358
18109 Jete;Hombres;1998;362
18109 Jete;Hombres;1997;""
18109 Jete;Hombres;1996;363
18109 Jete;Mujeres;2022;475
18109 Jete;Mujeres;2021;467
18109 Jete;Mujeres;2020;433
18109 Jete;Mujeres;2019;427
18109 Jete;Mujeres;2018;431
18109 Jete;Mujeres;2017;427
18109 Jete;Mujeres;2016;441
18109 Jete;Mujeres;2015;442
18109 Jete;Mujeres;2014;451
18109 Jete;Mujeres;2013;442
18109 Jete;Mujeres;2012;419
18109 Jete;Mujeres;2011;408
18109 Jete;Mujeres;2010;413
18109 Jete;Mujeres;2009;414
18109 Jete;Mujeres;2008;399
18109 Jete;Mujeres;2007;408
18109 Jete;Mujeres;2006;382
18109 Jete;Mujeres;2005;391
18109 Jete;Mujeres;2004;390
18109 Jete;Mujeres;2003;390
18109 Jete;Mujeres;2002;395
18109 Jete;Mujeres;2001;394
18109 Jete;Mujeres;2000;404
18109 Jete;Mujeres;1999;398
18109 Jete;Mujeres;1998;390
18109 Jete;Mujeres;1997;""
18109 Jete;Mujeres;1996;391
18111 Jun;Total;2022;3.991
18111 Jun;Total;2021;3.928
18111 Jun;Total;2020;3.853
18111 Jun;Total;2019;3.833
18111 Jun;Total;2018;3.785
18111 Jun;Total;2017;3.681
18111 Jun;Total;2016;3.692
18111 Jun;Total;2015;3.620
18111 Jun;Total;2014;3.661
18111 Jun;Total;2013;3.609
18111 Jun;Total;2012;3.558
18111 Jun;Total;2011;3.438
18111 Jun;Total;2010;3.355
18111 Jun;Total;2009;3.241
18111 Jun;Total;2008;3.000
18111 Jun;Total;2007;2.377
18111 Jun;Total;2006;2.326
18111 Jun;Total;2005;2.161
18111 Jun;Total;2004;2.053
18111 Jun;Total;2003;1.978
18111 Jun;Total;2002;1.897
18111 Jun;Total;2001;1.817
18111 Jun;Total;2000;1.779
18111 Jun;Total;1999;1.724
18111 Jun;Total;1998;1.623
18111 Jun;Total;1997;""
18111 Jun;Total;1996;1.553
18111 Jun;Hombres;2022;2.024
18111 Jun;Hombres;2021;1.986
18111 Jun;Hombres;2020;1.951
18111 Jun;Hombres;2019;1.958
18111 Jun;Hombres;2018;1.932
18111 Jun;Hombres;2017;1.869
18111 Jun;Hombres;2016;1.862
18111 Jun;Hombres;2015;1.842
18111 Jun;Hombres;2014;1.869
18111 Jun;Hombres;2013;1.852
18111 Jun;Hombres;2012;1.823
18111 Jun;Hombres;2011;1.773
18111 Jun;Hombres;2010;1.719
18111 Jun;Hombres;2009;1.665
18111 Jun;Hombres;2008;1.547
18111 Jun;Hombres;2007;1.234
18111 Jun;Hombres;2006;1.193
18111 Jun;Hombres;2005;1.096
18111 Jun;Hombres;2004;1.052
18111 Jun;Hombres;2003;1.010
18111 Jun;Hombres;2002;973
18111 Jun;Hombres;2001;927
18111 Jun;Hombres;2000;903
18111 Jun;Hombres;1999;873
18111 Jun;Hombres;1998;819
18111 Jun;Hombres;1997;""
18111 Jun;Hombres;1996;786
18111 Jun;Mujeres;2022;1.967
18111 Jun;Mujeres;2021;1.942
18111 Jun;Mujeres;2020;1.902
18111 Jun;Mujeres;2019;1.875
18111 Jun;Mujeres;2018;1.853
18111 Jun;Mujeres;2017;1.812
18111 Jun;Mujeres;2016;1.830
18111 Jun;Mujeres;2015;1.778
18111 Jun;Mujeres;2014;1.792
18111 Jun;Mujeres;2013;1.757
18111 Jun;Mujeres;2012;1.735
18111 Jun;Mujeres;2011;1.665
18111 Jun;Mujeres;2010;1.636
18111 Jun;Mujeres;2009;1.576
18111 Jun;Mujeres;2008;1.453
18111 Jun;Mujeres;2007;1.143
18111 Jun;Mujeres;2006;1.133
18111 Jun;Mujeres;2005;1.065
18111 Jun;Mujeres;2004;1.001
18111 Jun;Mujeres;2003;968
18111 Jun;Mujeres;2002;924
18111 Jun;Mujeres;2001;890
18111 Jun;Mujeres;2000;876
18111 Jun;Mujeres;1999;851
18111 Jun;Mujeres;1998;804
18111 Jun;Mujeres;1997;""
18111 Jun;Mujeres;1996;767
18112 Juviles;Total;2022;134
18112 Juviles;Total;2021;136
18112 Juviles;Total;2020;135
18112 Juviles;Total;2019;153
18112 Juviles;Total;2018;142
18112 Juviles;Total;2017;144
18112 Juviles;Total;2016;148
18112 Juviles;Total;2015;153
18112 Juviles;Total;2014;134
18112 Juviles;Total;2013;135
18112 Juviles;Total;2012;163
18112 Juviles;Total;2011;167
18112 Juviles;Total;2010;170
18112 Juviles;Total;2009;176
18112 Juviles;Total;2008;173
18112 Juviles;Total;2007;177
18112 Juviles;Total;2006;177
18112 Juviles;Total;2005;175
18112 Juviles;Total;2004;178
18112 Juviles;Total;2003;160
18112 Juviles;Total;2002;161
18112 Juviles;Total;2001;173
18112 Juviles;Total;2000;177
18112 Juviles;Total;1999;183
18112 Juviles;Total;1998;187
18112 Juviles;Total;1997;""
18112 Juviles;Total;1996;187
18112 Juviles;Hombres;2022;76
18112 Juviles;Hombres;2021;70
18112 Juviles;Hombres;2020;67
18112 Juviles;Hombres;2019;76
18112 Juviles;Hombres;2018;68
18112 Juviles;Hombres;2017;68
18112 Juviles;Hombres;2016;72
18112 Juviles;Hombres;2015;72
18112 Juviles;Hombres;2014;63
18112 Juviles;Hombres;2013;65
18112 Juviles;Hombres;2012;81
18112 Juviles;Hombres;2011;84
18112 Juviles;Hombres;2010;86
18112 Juviles;Hombres;2009;92
18112 Juviles;Hombres;2008;87
18112 Juviles;Hombres;2007;91
18112 Juviles;Hombres;2006;88
18112 Juviles;Hombres;2005;91
18112 Juviles;Hombres;2004;90
18112 Juviles;Hombres;2003;81
18112 Juviles;Hombres;2002;81
18112 Juviles;Hombres;2001;85
18112 Juviles;Hombres;2000;90
18112 Juviles;Hombres;1999;91
18112 Juviles;Hombres;1998;95
18112 Juviles;Hombres;1997;""
18112 Juviles;Hombres;1996;96
18112 Juviles;Mujeres;2022;58
18112 Juviles;Mujeres;2021;66
18112 Juviles;Mujeres;2020;68
18112 Juviles;Mujeres;2019;77
18112 Juviles;Mujeres;2018;74
18112 Juviles;Mujeres;2017;76
18112 Juviles;Mujeres;2016;76
18112 Juviles;Mujeres;2015;81
18112 Juviles;Mujeres;2014;71
18112 Juviles;Mujeres;2013;70
18112 Juviles;Mujeres;2012;82
18112 Juviles;Mujeres;2011;83
18112 Juviles;Mujeres;2010;84
18112 Juviles;Mujeres;2009;84
18112 Juviles;Mujeres;2008;86
18112 Juviles;Mujeres;2007;86
18112 Juviles;Mujeres;2006;89
18112 Juviles;Mujeres;2005;84
18112 Juviles;Mujeres;2004;88
18112 Juviles;Mujeres;2003;79
18112 Juviles;Mujeres;2002;80
18112 Juviles;Mujeres;2001;88
18112 Juviles;Mujeres;2000;87
18112 Juviles;Mujeres;1999;92
18112 Juviles;Mujeres;1998;92
18112 Juviles;Mujeres;1997;""
18112 Juviles;Mujeres;1996;91
18115 Láchar;Total;2022;3.657
18115 Láchar;Total;2021;3.550
18115 Láchar;Total;2020;3.513
18115 Láchar;Total;2019;3.471
18115 Láchar;Total;2018;3.354
18115 Láchar;Total;2017;3.270
18115 Láchar;Total;2016;3.303
18115 Láchar;Total;2015;3.263
18115 Láchar;Total;2014;3.260
18115 Láchar;Total;2013;3.249
18115 Láchar;Total;2012;3.205
18115 Láchar;Total;2011;3.179
18115 Láchar;Total;2010;3.115
18115 Láchar;Total;2009;3.093
18115 Láchar;Total;2008;3.005
18115 Láchar;Total;2007;2.910
18115 Láchar;Total;2006;2.819
18115 Láchar;Total;2005;2.732
18115 Láchar;Total;2004;2.657
18115 Láchar;Total;2003;2.525
18115 Láchar;Total;2002;2.455
18115 Láchar;Total;2001;2.357
18115 Láchar;Total;2000;2.426
18115 Láchar;Total;1999;2.477
18115 Láchar;Total;1998;2.434
18115 Láchar;Total;1997;""
18115 Láchar;Total;1996;2.335
18115 Láchar;Hombres;2022;1.868
18115 Láchar;Hombres;2021;1.808
18115 Láchar;Hombres;2020;1.788
18115 Láchar;Hombres;2019;1.782
18115 Láchar;Hombres;2018;1.721
18115 Láchar;Hombres;2017;1.675
18115 Láchar;Hombres;2016;1.701
18115 Láchar;Hombres;2015;1.666
18115 Láchar;Hombres;2014;1.665
18115 Láchar;Hombres;2013;1.657
18115 Láchar;Hombres;2012;1.635
18115 Láchar;Hombres;2011;1.606
18115 Láchar;Hombres;2010;1.561
18115 Láchar;Hombres;2009;1.550
18115 Láchar;Hombres;2008;1.525
18115 Láchar;Hombres;2007;1.484
18115 Láchar;Hombres;2006;1.438
18115 Láchar;Hombres;2005;1.398
18115 Láchar;Hombres;2004;1.340
18115 Láchar;Hombres;2003;1.280
18115 Láchar;Hombres;2002;1.237
18115 Láchar;Hombres;2001;1.185
18115 Láchar;Hombres;2000;1.221
18115 Láchar;Hombres;1999;1.241
18115 Láchar;Hombres;1998;1.228
18115 Láchar;Hombres;1997;""
18115 Láchar;Hombres;1996;1.184
18115 Láchar;Mujeres;2022;1.789
18115 Láchar;Mujeres;2021;1.742
18115 Láchar;Mujeres;2020;1.725
18115 Láchar;Mujeres;2019;1.689
18115 Láchar;Mujeres;2018;1.633
18115 Láchar;Mujeres;2017;1.595
18115 Láchar;Mujeres;2016;1.602
18115 Láchar;Mujeres;2015;1.597
18115 Láchar;Mujeres;2014;1.595
18115 Láchar;Mujeres;2013;1.592
18115 Láchar;Mujeres;2012;1.570
18115 Láchar;Mujeres;2011;1.573
18115 Láchar;Mujeres;2010;1.554
18115 Láchar;Mujeres;2009;1.543
18115 Láchar;Mujeres;2008;1.480
18115 Láchar;Mujeres;2007;1.426
18115 Láchar;Mujeres;2006;1.381
18115 Láchar;Mujeres;2005;1.334
18115 Láchar;Mujeres;2004;1.317
18115 Láchar;Mujeres;2003;1.245
18115 Láchar;Mujeres;2002;1.218
18115 Láchar;Mujeres;2001;1.172
18115 Láchar;Mujeres;2000;1.205
18115 Láchar;Mujeres;1999;1.236
18115 Láchar;Mujeres;1998;1.206
18115 Láchar;Mujeres;1997;""
18115 Láchar;Mujeres;1996;1.151
18116 Lanjarón;Total;2022;3.615
18116 Lanjarón;Total;2021;3.612
18116 Lanjarón;Total;2020;3.530
18116 Lanjarón;Total;2019;3.507
18116 Lanjarón;Total;2018;3.485
18116 Lanjarón;Total;2017;3.503
18116 Lanjarón;Total;2016;3.587
18116 Lanjarón;Total;2015;3.715
18116 Lanjarón;Total;2014;3.717
18116 Lanjarón;Total;2013;3.791
18116 Lanjarón;Total;2012;3.826
18116 Lanjarón;Total;2011;3.859
18116 Lanjarón;Total;2010;3.861
18116 Lanjarón;Total;2009;3.897
18116 Lanjarón;Total;2008;3.908
18116 Lanjarón;Total;2007;3.823
18116 Lanjarón;Total;2006;3.796
18116 Lanjarón;Total;2005;3.756
18116 Lanjarón;Total;2004;3.757
18116 Lanjarón;Total;2003;3.736
18116 Lanjarón;Total;2002;3.749
18116 Lanjarón;Total;2001;3.751
18116 Lanjarón;Total;2000;3.802
18116 Lanjarón;Total;1999;3.870
18116 Lanjarón;Total;1998;3.877
18116 Lanjarón;Total;1997;""
18116 Lanjarón;Total;1996;3.971
18116 Lanjarón;Hombres;2022;1.817
18116 Lanjarón;Hombres;2021;1.829
18116 Lanjarón;Hombres;2020;1.768
18116 Lanjarón;Hombres;2019;1.757
18116 Lanjarón;Hombres;2018;1.738
18116 Lanjarón;Hombres;2017;1.737
18116 Lanjarón;Hombres;2016;1.788
18116 Lanjarón;Hombres;2015;1.838
18116 Lanjarón;Hombres;2014;1.852
18116 Lanjarón;Hombres;2013;1.872
18116 Lanjarón;Hombres;2012;1.891
18116 Lanjarón;Hombres;2011;1.924
18116 Lanjarón;Hombres;2010;1.916
18116 Lanjarón;Hombres;2009;1.929
18116 Lanjarón;Hombres;2008;1.951
18116 Lanjarón;Hombres;2007;1.897
18116 Lanjarón;Hombres;2006;1.876
18116 Lanjarón;Hombres;2005;1.853
18116 Lanjarón;Hombres;2004;1.846
18116 Lanjarón;Hombres;2003;1.825
18116 Lanjarón;Hombres;2002;1.823
18116 Lanjarón;Hombres;2001;1.834
18116 Lanjarón;Hombres;2000;1.868
18116 Lanjarón;Hombres;1999;1.900
18116 Lanjarón;Hombres;1998;1.918
18116 Lanjarón;Hombres;1997;""
18116 Lanjarón;Hombres;1996;1.976
18116 Lanjarón;Mujeres;2022;1.798
18116 Lanjarón;Mujeres;2021;1.783
18116 Lanjarón;Mujeres;2020;1.762
18116 Lanjarón;Mujeres;2019;1.750
18116 Lanjarón;Mujeres;2018;1.747
18116 Lanjarón;Mujeres;2017;1.766
18116 Lanjarón;Mujeres;2016;1.799
18116 Lanjarón;Mujeres;2015;1.877
18116 Lanjarón;Mujeres;2014;1.865
18116 Lanjarón;Mujeres;2013;1.919
18116 Lanjarón;Mujeres;2012;1.935
18116 Lanjarón;Mujeres;2011;1.935
18116 Lanjarón;Mujeres;2010;1.945
18116 Lanjarón;Mujeres;2009;1.968
18116 Lanjarón;Mujeres;2008;1.957
18116 Lanjarón;Mujeres;2007;1.926
18116 Lanjarón;Mujeres;2006;1.920
18116 Lanjarón;Mujeres;2005;1.903
18116 Lanjarón;Mujeres;2004;1.911
18116 Lanjarón;Mujeres;2003;1.911
18116 Lanjarón;Mujeres;2002;1.926
18116 Lanjarón;Mujeres;2001;1.917
18116 Lanjarón;Mujeres;2000;1.934
18116 Lanjarón;Mujeres;1999;1.970
18116 Lanjarón;Mujeres;1998;1.959
18116 Lanjarón;Mujeres;1997;""
18116 Lanjarón;Mujeres;1996;1.995
18117 Lanteira;Total;2022;566
18117 Lanteira;Total;2021;571
18117 Lanteira;Total;2020;564
18117 Lanteira;Total;2019;588
18117 Lanteira;Total;2018;576
18117 Lanteira;Total;2017;559
18117 Lanteira;Total;2016;552
18117 Lanteira;Total;2015;546
18117 Lanteira;Total;2014;526
18117 Lanteira;Total;2013;545
18117 Lanteira;Total;2012;570
18117 Lanteira;Total;2011;572
18117 Lanteira;Total;2010;582
18117 Lanteira;Total;2009;567
18117 Lanteira;Total;2008;605
18117 Lanteira;Total;2007;605
18117 Lanteira;Total;2006;528
18117 Lanteira;Total;2005;488
18117 Lanteira;Total;2004;507
18117 Lanteira;Total;2003;522
18117 Lanteira;Total;2002;560
18117 Lanteira;Total;2001;588
18117 Lanteira;Total;2000;599
18117 Lanteira;Total;1999;643
18117 Lanteira;Total;1998;669
18117 Lanteira;Total;1997;""
18117 Lanteira;Total;1996;683
18117 Lanteira;Hombres;2022;301
18117 Lanteira;Hombres;2021;309
18117 Lanteira;Hombres;2020;305
18117 Lanteira;Hombres;2019;316
18117 Lanteira;Hombres;2018;310
18117 Lanteira;Hombres;2017;292
18117 Lanteira;Hombres;2016;284
18117 Lanteira;Hombres;2015;286
18117 Lanteira;Hombres;2014;269
18117 Lanteira;Hombres;2013;278
18117 Lanteira;Hombres;2012;293
18117 Lanteira;Hombres;2011;295
18117 Lanteira;Hombres;2010;303
18117 Lanteira;Hombres;2009;299
18117 Lanteira;Hombres;2008;343
18117 Lanteira;Hombres;2007;336
18117 Lanteira;Hombres;2006;279
18117 Lanteira;Hombres;2005;248
18117 Lanteira;Hombres;2004;260
18117 Lanteira;Hombres;2003;264
18117 Lanteira;Hombres;2002;286
18117 Lanteira;Hombres;2001;296
18117 Lanteira;Hombres;2000;303
18117 Lanteira;Hombres;1999;323
18117 Lanteira;Hombres;1998;337
18117 Lanteira;Hombres;1997;""
18117 Lanteira;Hombres;1996;341
18117 Lanteira;Mujeres;2022;265
18117 Lanteira;Mujeres;2021;262
18117 Lanteira;Mujeres;2020;259
18117 Lanteira;Mujeres;2019;272
18117 Lanteira;Mujeres;2018;266
18117 Lanteira;Mujeres;2017;267
18117 Lanteira;Mujeres;2016;268
18117 Lanteira;Mujeres;2015;260
18117 Lanteira;Mujeres;2014;257
18117 Lanteira;Mujeres;2013;267
18117 Lanteira;Mujeres;2012;277
18117 Lanteira;Mujeres;2011;277
18117 Lanteira;Mujeres;2010;279
18117 Lanteira;Mujeres;2009;268
18117 Lanteira;Mujeres;2008;262
18117 Lanteira;Mujeres;2007;269
18117 Lanteira;Mujeres;2006;249
18117 Lanteira;Mujeres;2005;240
18117 Lanteira;Mujeres;2004;247
18117 Lanteira;Mujeres;2003;258
18117 Lanteira;Mujeres;2002;274
18117 Lanteira;Mujeres;2001;292
18117 Lanteira;Mujeres;2000;296
18117 Lanteira;Mujeres;1999;320
18117 Lanteira;Mujeres;1998;332
18117 Lanteira;Mujeres;1997;""
18117 Lanteira;Mujeres;1996;342
18119 Lecrín;Total;2022;2.225
18119 Lecrín;Total;2021;2.197
18119 Lecrín;Total;2020;2.156
18119 Lecrín;Total;2019;2.134
18119 Lecrín;Total;2018;2.103
18119 Lecrín;Total;2017;2.089
18119 Lecrín;Total;2016;2.098
18119 Lecrín;Total;2015;2.138
18119 Lecrín;Total;2014;2.178
18119 Lecrín;Total;2013;2.247
18119 Lecrín;Total;2012;2.299
18119 Lecrín;Total;2011;2.271
18119 Lecrín;Total;2010;2.304
18119 Lecrín;Total;2009;2.322
18119 Lecrín;Total;2008;2.327
18119 Lecrín;Total;2007;2.336
18119 Lecrín;Total;2006;2.329
18119 Lecrín;Total;2005;2.309
18119 Lecrín;Total;2004;2.269
18119 Lecrín;Total;2003;2.274
18119 Lecrín;Total;2002;2.251
18119 Lecrín;Total;2001;2.273
18119 Lecrín;Total;2000;2.293
18119 Lecrín;Total;1999;2.322
18119 Lecrín;Total;1998;2.375
18119 Lecrín;Total;1997;""
18119 Lecrín;Total;1996;2.424
18119 Lecrín;Hombres;2022;1.128
18119 Lecrín;Hombres;2021;1.098
18119 Lecrín;Hombres;2020;1.085
18119 Lecrín;Hombres;2019;1.076
18119 Lecrín;Hombres;2018;1.068
18119 Lecrín;Hombres;2017;1.062
18119 Lecrín;Hombres;2016;1.062
18119 Lecrín;Hombres;2015;1.083
18119 Lecrín;Hombres;2014;1.110
18119 Lecrín;Hombres;2013;1.146
18119 Lecrín;Hombres;2012;1.176
18119 Lecrín;Hombres;2011;1.155
18119 Lecrín;Hombres;2010;1.168
18119 Lecrín;Hombres;2009;1.173
18119 Lecrín;Hombres;2008;1.192
18119 Lecrín;Hombres;2007;1.187
18119 Lecrín;Hombres;2006;1.192
18119 Lecrín;Hombres;2005;1.179
18119 Lecrín;Hombres;2004;1.150
18119 Lecrín;Hombres;2003;1.143
18119 Lecrín;Hombres;2002;1.119
18119 Lecrín;Hombres;2001;1.129
18119 Lecrín;Hombres;2000;1.132
18119 Lecrín;Hombres;1999;1.147
18119 Lecrín;Hombres;1998;1.173
18119 Lecrín;Hombres;1997;""
18119 Lecrín;Hombres;1996;1.191
18119 Lecrín;Mujeres;2022;1.097
18119 Lecrín;Mujeres;2021;1.099
18119 Lecrín;Mujeres;2020;1.071
18119 Lecrín;Mujeres;2019;1.058
18119 Lecrín;Mujeres;2018;1.035
18119 Lecrín;Mujeres;2017;1.027
18119 Lecrín;Mujeres;2016;1.036
18119 Lecrín;Mujeres;2015;1.055
18119 Lecrín;Mujeres;2014;1.068
18119 Lecrín;Mujeres;2013;1.101
18119 Lecrín;Mujeres;2012;1.123
18119 Lecrín;Mujeres;2011;1.116
18119 Lecrín;Mujeres;2010;1.136
18119 Lecrín;Mujeres;2009;1.149
18119 Lecrín;Mujeres;2008;1.135
18119 Lecrín;Mujeres;2007;1.149
18119 Lecrín;Mujeres;2006;1.137
18119 Lecrín;Mujeres;2005;1.130
18119 Lecrín;Mujeres;2004;1.119
18119 Lecrín;Mujeres;2003;1.131
18119 Lecrín;Mujeres;2002;1.132
18119 Lecrín;Mujeres;2001;1.144
18119 Lecrín;Mujeres;2000;1.161
18119 Lecrín;Mujeres;1999;1.175
18119 Lecrín;Mujeres;1998;1.202
18119 Lecrín;Mujeres;1997;""
18119 Lecrín;Mujeres;1996;1.233
18120 Lentegí;Total;2022;335
18120 Lentegí;Total;2021;337
18120 Lentegí;Total;2020;333
18120 Lentegí;Total;2019;326
18120 Lentegí;Total;2018;328
18120 Lentegí;Total;2017;322
18120 Lentegí;Total;2016;338
18120 Lentegí;Total;2015;346
18120 Lentegí;Total;2014;358
18120 Lentegí;Total;2013;346
18120 Lentegí;Total;2012;333
18120 Lentegí;Total;2011;336
18120 Lentegí;Total;2010;340
18120 Lentegí;Total;2009;333
18120 Lentegí;Total;2008;328
18120 Lentegí;Total;2007;333
18120 Lentegí;Total;2006;342
18120 Lentegí;Total;2005;342
18120 Lentegí;Total;2004;330
18120 Lentegí;Total;2003;329
18120 Lentegí;Total;2002;329
18120 Lentegí;Total;2001;337
18120 Lentegí;Total;2000;343
18120 Lentegí;Total;1999;340
18120 Lentegí;Total;1998;347
18120 Lentegí;Total;1997;""
18120 Lentegí;Total;1996;356
18120 Lentegí;Hombres;2022;168
18120 Lentegí;Hombres;2021;173
18120 Lentegí;Hombres;2020;171
18120 Lentegí;Hombres;2019;169
18120 Lentegí;Hombres;2018;172
18120 Lentegí;Hombres;2017;167
18120 Lentegí;Hombres;2016;180
18120 Lentegí;Hombres;2015;183
18120 Lentegí;Hombres;2014;191
18120 Lentegí;Hombres;2013;183
18120 Lentegí;Hombres;2012;175
18120 Lentegí;Hombres;2011;180
18120 Lentegí;Hombres;2010;176
18120 Lentegí;Hombres;2009;170
18120 Lentegí;Hombres;2008;170
18120 Lentegí;Hombres;2007;172
18120 Lentegí;Hombres;2006;178
18120 Lentegí;Hombres;2005;178
18120 Lentegí;Hombres;2004;165
18120 Lentegí;Hombres;2003;160
18120 Lentegí;Hombres;2002;158
18120 Lentegí;Hombres;2001;158
18120 Lentegí;Hombres;2000;162
18120 Lentegí;Hombres;1999;158
18120 Lentegí;Hombres;1998;160
18120 Lentegí;Hombres;1997;""
18120 Lentegí;Hombres;1996;166
18120 Lentegí;Mujeres;2022;167
18120 Lentegí;Mujeres;2021;164
18120 Lentegí;Mujeres;2020;162
18120 Lentegí;Mujeres;2019;157
18120 Lentegí;Mujeres;2018;156
18120 Lentegí;Mujeres;2017;155
18120 Lentegí;Mujeres;2016;158
